Disponibilité intérieure,Aliments pour animaux,Semences,Pertes,Traitement,Nourriture,Autres utilisations (non alimentaire)
118.0,,,7.0,3.0,108.0,
998.0,,,52.0,254.0,687.0,4.0
96.0,,,,,96.0,
1.0,,,,,1.0,
49.0,46.0,3.0,,,,
,,,,,,
147.0,,,,,146.0,1.0
43.0,,,,,43.0,
3791.0,,,396.0,6.0,3857.0,
,,,,,,
2.0,,,,,2.0,
4.0,,,,4.0,,
30.0,30.0,1.0,,,,
25.0,,,,,15.0,10.0
98.0,,9.0,4.0,,85.0,
29.0,,,,,,29.0
1.0,,,,,1.0,
24.0,,,,,24.0,
4.0,,,,,4.0,
31.0,,,,,29.0,2.0
,,,,,,
,,,,,,
1367.0,,,,,187.0,1239.0
133.0,,,,,5.0,128.0
203.0,,,,,203.0,
16.0,,,,,16.0,
19.0,,,,,19.0,
19.0,,,,,19.0,
,,,,,,
14.0,,,,,,14.0
,,,,,,
2147.0,,,33.0,,1967.0,147.0
3557.0,,,350.0,,3207.0,
143.0,,5.0,4.0,,134.0,
6264.0,1800.0,,1511.0,,871.0,2081.0
4678.0,3724.0,24.0,105.0,144.0,681.0,
4.0,,,,,4.0,
5.0,5.0,,,,,
,,,,,,
140.0,18.0,,,,122.0,
58.0,,,,,61.0,
1042.0,,161.0,53.0,,827.0,
98.0,,,7.0,,91.0,
1.0,,,,,1.0,
714.0,,,6.0,4.0,704.0,
441.0,,1.0,,440.0,,
435.0,,,,435.0,,
286.0,,,,,286.0,
15.0,,,2.0,,14.0,
67.0,,,,,67.0,
206.0,,,10.0,,196.0,
3.0,,,,,,3.0
182.0,1.0,,,179.0,1.0,
10.0,,,,,9.0,
557.0,,,,,557.0,
363.0,349.0,,,,14.0,
665.0,,,,,665.0,
5.0,,,,,5.0,
113.0,,,1.0,20.0,92.0,
342.0,,7.0,8.0,,326.0,
345.0,,,,,345.0,
181.0,,,8.0,,173.0,
13605.0,2405.0,606.0,1786.0,1130.0,7677.0,
,,,,,,
1860.0,,3.0,93.0,1428.0,143.0,194.0
55.0,53.0,,2.0,,,
2527.0,,,,1.0,2526.0,
,,,,,,
100096.0,,,1001.0,95000.0,4095.0,
58.0,,1.0,3.0,47.0,6.0,
51.0,,,,,78.0,
162.0,,,5.0,,157.0,
3.0,,,,,3.0,
152.0,,,,,172.0,
871.0,,,,,871.0,
945.0,,,28.0,,917.0,
-92.0,,,,,2.0,
8.0,,,,,8.0,
114.0,,,,,114.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
5.0,,,,,5.0,
16.0,,,,,16.0,
,,,,,,
7.0,,,1.0,,6.0,
,,,,,,
5.0,,,1.0,3.0,1.0,
,,,,,,
,,,,,,
5.0,,,,,5.0,
,,,,,,
16.0,,,,,16.0,
1.0,,,,,1.0,
11.0,,,,,10.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
7.0,,,,,7.0,
12.0,,,,,12.0,
39.0,,,2.0,,37.0,
,,,,,,
27.0,,,1.0,,26.0,
103.0,5.0,1.0,3.0,,95.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,2.0,
2.0,,,,,2.0,
,,,,,,
12.0,1.0,,1.0,,11.0,
,,,,,,
,,,,,,
2.0,,,,,,2.0
,,,,,,
,,,,,,
4.0,,,,,4.0,
2.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,2.0,
28.0,,,3.0,,25.0,
78.0,3.0,1.0,2.0,,73.0,
2.0,,,,,2.0,
9.0,,,,,9.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
13.0,,,,,13.0,
6.0,,,,,6.0,
20.0,,,,,20.0,
1.0,,,,,1.0,
,,,,,,
5.0,,,,,5.0,
,,,,,,
12.0,,,,,,12.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
31.0,,3.0,1.0,3.0,23.0,
,,,,,,
23.0,,,5.0,,19.0,
,,,,,,
46.0,,,,,46.0,
90.0,,,2.0,,88.0,
3.0,,,,,3.0,
38.0,,,,,38.0,
7.0,,,,,6.0,1.0
,,,,,,
,,,,,,
13.0,,,1.0,9.0,4.0,
,,,,,,
,,,,,,
1.0,,,1.0,,3.0,
,,,,,,
4.0,,,,,,3.0
12.0,,,,,1.0,11.0
29.0,,,2.0,,26.0,
,,,,,,
,,,,,,
50.0,,4.0,,45.0,,1.0
,,,,,,
1.0,,,,,1.0,
115.0,,5.0,11.0,,98.0,
18.0,,,,,3.0,17.0
2.0,,,,,2.0,
2.0,,,,,2.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
32.0,,,,,27.0,5.0
19.0,,,,,19.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
766.0,,101.0,115.0,,551.0,
17.0,,,1.0,,54.0,1.0
138.0,,,14.0,,124.0,
8.0,,2.0,1.0,,5.0,
923.0,,,138.0,,784.0,
693.0,80.0,24.0,114.0,,474.0,
,,,,,,
64.0,,1.0,7.0,9.0,48.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
10.0,,3.0,2.0,,6.0,
11.0,,,,,11.0,
,,,,,,
18.0,,,1.0,,16.0,
15.0,,,,12.0,,3.0
41.0,,,,41.0,,
,,,,,,
11.0,,,2.0,,9.0,
3.0,,,,,3.0,
3.0,,,,,3.0,
13.0,,,,,13.0,
,,,,,,
9.0,,,,,9.0,
50.0,,,,,50.0,
18.0,1.0,,,,17.0,
,,,,,,
1.0,,,,,1.0,
3.0,,,,,3.0,
20.0,,,3.0,,17.0,
,,,,,,
188.0,,4.0,7.0,,177.0,
1.0,,,,1.0,,
285.0,70.0,4.0,46.0,,166.0,
82.0,,,,,82.0,
2.0,,1.0,1.0,,1.0,
,,,,,,
55.0,,,1.0,,54.0,
11.0,,,,,11.0,
10.0,,,,,10.0,
11.0,,,,,11.0,
45.0,,,,,45.0,
6.0,,,,,6.0,
6.0,,,,,6.0,
,,,,,,
3.0,,,,,3.0,
6.0,,,,,6.0,
3.0,,,,,,3.0
3.0,,,,,3.0,
9.0,,,,,8.0,
3.0,,,,1.0,2.0,
1.0,1.0,,,,,
7.0,,,1.0,,6.0,
9.0,,,1.0,,8.0,
1.0,,,,,1.0,
31.0,,,,,31.0,
129.0,,,7.0,,121.0,2.0
5.0,,,,,5.0,
1.0,,,,,1.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
3.0,,,,,3.0,
25.0,,,,12.0,13.0,
3.0,,,,,3.0,
,,,,,,
5.0,,,,,5.0,
,,,,,,
4.0,,,,,4.0,
2.0,,,,,2.0,
56.0,,,,,56.0,
,,,,,,
,,,,,,
,,,,,,
6.0,,,,,6.0,1.0
2.0,,,,,2.0,
3.0,,,,,,3.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
4.0,,,,,4.0,
,,,,,,
,,,,,,
9.0,,,,,,9.0
,,,,,,
16.0,,,,,11.0,5.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
140.0,,,,,139.0,
41.0,,,2.0,,38.0,
7.0,,,,,7.0,
4.0,,,,,3.0,
104.0,86.0,,5.0,,12.0,1.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
3.0,,,,,3.0,
9.0,,3.0,,,6.0,
,,,,,,
34.0,,,,,34.0,
10.0,,,,10.0,,
,,,,,,
3.0,,,,,3.0,
2.0,,,,,2.0,
3.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
1.0,,,,,1.0,
14.0,,,,,14.0,
10.0,,,,,10.0,
,,,,,,
18.0,,,,,18.0,
46.0,,,2.0,,43.0,
12.0,,,1.0,,11.0,
8.0,,,,,8.0,
24.0,1.0,,,,22.0,
,,,,,,
10.0,,,,9.0,,
,,,,,,
75.0,,,,,75.0,
,,,,,,
,,,,,,
,,,,,,
13.0,,,,,13.0,
4.0,,,,,4.0,
8.0,,,,,8.0,
12.0,,,,,12.0,
91.0,,,,,78.0,13.0
,,,,,,
2.0,,,,,2.0,
4.0,,,,,4.0,
16.0,,,,,15.0,
125.0,,,9.0,,116.0,
3.0,,,,,,3.0
2.0,,,,,2.0,
1.0,,,,,1.0,
,,,,,,
5.0,,,,,5.0,
2.0,1.0,,,,,
20.0,,,1.0,,19.0,
,,,,,,
7.0,,,,,7.0,
112.0,,,,,108.0,5.0
2582.0,136.0,62.0,213.0,,2172.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
26.0,,,,,26.0,
6.0,,,,,6.0,
44.0,,,4.0,,39.0,
,,,,,,
4.0,,,,,4.0,
10.0,,,,,10.0,
63.0,53.0,,1.0,,9.0,
90.0,20.0,,10.0,,55.0,6.0
7.0,,,,,7.0,
6.0,,,,,6.0,
401.0,,,43.0,4.0,353.0,2.0
,,,,,,
2.0,,,,,2.0,
1.0,,,,1.0,,
14.0,,,1.0,10.0,,3.0
6.0,,,,,5.0,
1.0,,,,,1.0,
2.0,,,,,2.0,1.0
,,,,,,
,,,,,,
37.0,,,,,35.0,2.0
6.0,,,,,6.0,
2.0,,,,,2.0,
7.0,,,,,7.0,
79.0,,,,,30.0,49.0
3.0,,,,,,3.0
166.0,,,,,114.0,52.0
,,,,,,
14.0,,,,,13.0,
,,,,,,
,,,,,,
1324.0,18.0,,36.0,,1259.0,12.0
1981.0,75.0,,199.0,,1701.0,6.0
112.0,27.0,8.0,5.0,,72.0,
,,,,,,
879.0,868.0,,,,,11.0
3.0,,,,,3.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
71.0,,,,,64.0,6.0
101.0,,7.0,4.0,,84.0,5.0
156.0,,,16.0,,140.0,
1100.0,,,,1074.0,26.0,
150.0,,,17.0,,133.0,
1129.0,970.0,48.0,22.0,25.0,63.0,
99.0,,,10.0,,87.0,1.0
,,,,,,
40.0,,,,,40.0,
5.0,,,1.0,,4.0,
,,,,,,
3.0,,,,3.0,,
14.0,,,,,14.0,
2.0,,,,,2.0,
6.0,,,,,6.0,
94.0,4.0,,,,90.0,
1.0,,,,,1.0,
124.0,,,12.0,,112.0,
411.0,,26.0,42.0,,341.0,2.0
,,,,,,
132.0,,,1.0,50.0,81.0,
12.0,,,,,12.0,
,,,,,,
479.0,,,,459.0,21.0,
7.0,,,1.0,,7.0,
373.0,,,,,373.0,
34.0,,,,34.0,,
12.0,,,,1.0,11.0,
7.0,,,,,7.0,
989.0,,,60.0,,923.0,6.0
59.0,,,,,59.0,1.0
61.0,,,,,61.0,
,,,,,,
203.0,,,,,203.0,
10.0,,,,,10.0,
31.0,,,,1.0,29.0,1.0
22.0,,,2.0,,20.0,
39.0,,,2.0,,3.0,35.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
4.0,,,,,4.0,
3.0,,,,,3.0,
2015.0,802.0,103.0,120.0,,990.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
8.0,,,,,8.0,
7.0,,,,,7.0,
104.0,,,9.0,,96.0,
513.0,11.0,30.0,17.0,455.0,,
11.0,,,,,11.0,
8.0,,,,,8.0,1.0
81.0,,,,,20.0,61.0
,,,,,,
,,,,,,
2.0,,,,,2.0,
15.0,,,,,15.0,
,,,,,,
2109.0,1380.0,,11.0,,718.0,
472.0,80.0,,44.0,,349.0,
16.0,15.0,1.0,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
53.0,,1.0,,,41.0,10.0
122.0,,,2.0,,120.0,
2.0,,,,,2.0,
87.0,62.0,10.0,2.0,,12.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
13.0,12.0,,1.0,,,
15.0,,,,,15.0,
,,,,,,
3.0,,,,,3.0,
66.0,14.0,,7.0,,45.0,
259.0,92.0,5.0,3.0,,160.0,
240.0,,,24.0,65.0,151.0,
67.0,,8.0,2.0,,57.0,
,,,,,,
,,,,,,
142.0,,,,,38.0,104.0
238.0,18.0,,,220.0,,
3.0,,,,,3.0,
330.0,,,14.0,,316.0,
140.0,,,7.0,,134.0,
143.0,,,6.0,,137.0,
8.0,,,,,8.0,
21.0,,,1.0,,20.0,
1.0,,,,,1.0,
39.0,,,,,39.0,
88.0,,,,,88.0,
3.0,,,,,3.0,
108.0,,,,,,108.0
14.0,,,,,14.0,
14.0,,,,,14.0,
1.0,,,,,1.0,
94.0,,2.0,3.0,,89.0,
151.0,96.0,18.0,35.0,,2.0,
414.0,,,45.0,,369.0,
231.0,,,,,231.0,
894.0,,,,,894.0,
17966.0,211.0,1399.0,2300.0,,12736.0,1320.0
110.0,,,,,110.0,
5.0,,,,,5.0,
34.0,,,,,34.0,
5.0,,,,,5.0,
325.0,,,51.0,,274.0,
59.0,,,,,59.0,
4.0,,,,,4.0,
,,,,,,
120.0,116.0,4.0,,,1.0,
48.0,,,,,48.0,
-39.0,,,,,12.0,
39.0,,,,,39.0,
3095.0,,,588.0,,2506.0,
,,,,,,
240.0,,,7.0,231.0,1.0,
1306.0,,28.0,39.0,1239.0,,
2202.0,,20.0,67.0,2115.0,,
91.0,,,,,58.0,32.0
217.0,,9.0,7.0,,202.0,
52.0,,,,30.0,18.0,4.0
219.0,,,,,208.0,11.0
,,,,,,
113.0,,,,,96.0,17.0
,,,,,,
81.0,,,,,,81.0
96.0,,,,,96.0,
394.0,,,,,363.0,31.0
62.0,,,,,36.0,27.0
179.0,,,,,179.0,
32.0,,,,,32.0,
1121.0,,,,,672.0,450.0
,,,,,,
31.0,31.0,,,,,
18130.0,2401.0,,1174.0,,14532.0,24.0
14001.0,1968.0,,2745.0,,9288.0,
1127.0,244.0,83.0,42.0,,758.0,
33.0,32.0,,,,,1.0
7053.0,4100.0,55.0,236.0,96.0,1821.0,745.0
91.0,,,,,91.0,
8.0,7.0,,,,,
,,,,,,
28.0,,,,,28.0,
555.0,,,47.0,,508.0,
752.0,,85.0,52.0,,615.0,
1685.0,,,286.0,,1399.0,
1607.0,,,,1286.0,321.0,
1947.0,,,194.0,,1753.0,
8187.0,6213.0,557.0,1185.0,191.0,,41.0
,,,,,,
98.0,,,16.0,,82.0,
-2.0,,,,,,
78.0,,,,,78.0,
19.0,,,1.0,,19.0,
,,,,,,
167.0,52.0,1.0,3.0,48.0,55.0,9.0
16.0,,,1.0,,14.0,
123.0,,,,,123.0,
,,,,,,
678.0,454.0,,,,218.0,6.0
4.0,,,,,4.0,
2736.0,,,219.0,6.0,2511.0,
3697.0,,250.0,395.0,,3000.0,52.0
1.0,,,,,1.0,
2949.0,,,401.0,579.0,1969.0,
833.0,,9.0,19.0,,805.0,
365.0,55.0,30.0,54.0,,226.0,
1341.0,,3.0,50.0,1160.0,128.0,
,,,,,,
2332.0,,,,,2285.0,47.0
16500.0,,,,16500.0,,
,,,,,,
120.0,,,4.0,79.0,37.0,
214.0,,,,,214.0,
10930.0,1770.0,,1770.0,,7390.0,
350.0,,,,,350.0,
872.0,,,,,872.0,
-24.0,,,,,,
1407.0,,,,,1407.0,
2.0,,,,,2.0,
29.0,,,,,29.0,
119.0,,,,,119.0,
153.0,,,1.0,,151.0,1.0
5.0,,,,,5.0,
8.0,,,,,,8.0
7.0,,,,,7.0,
29.0,,,,,28.0,
1.0,,,,,1.0,
32.0,,,,1.0,31.0,
466.0,192.0,47.0,25.0,,201.0,
266.0,,,,,266.0,
104.0,,,,,104.0,
2537.0,,,,,2537.0,
11166.0,4169.0,1618.0,505.0,97.0,4757.0,20.0
442.0,,,,,442.0,
3.0,,,,,3.0,
77.0,,,,,77.0,
,,,,,,
63.0,,,,,63.0,
9.0,,,,,9.0,
23.0,,,,,23.0,
1.0,,,,,1.0,
189.0,172.0,13.0,4.0,,,
5.0,,,,,5.0,
227.0,,,,,224.0,3.0
19.0,1.0,,,,19.0,
1140.0,,,36.0,2.0,1102.0,
,,,,,,
242.0,38.0,15.0,24.0,165.0,,
11000.0,28.0,50.0,221.0,7240.0,,3461.0
251.0,,,,,125.0,109.0
36.0,33.0,2.0,1.0,,,
20.0,,,,,20.0,
,,,,,,
,,,,,,
5.0,,,,,5.0,
13.0,,,,,,13.0
28.0,,,,,26.0,2.0
3.0,,,,,3.0,
216.0,,,,,,235.0
14.0,,,,,,14.0
38.0,,,,,38.0,
,,,,,,
491.0,,,,,483.0,8.0
,,,,,,
,,,,,,
10869.0,3149.0,,54.0,,6561.0,1104.0
6767.0,2068.0,,193.0,10.0,4495.0,
62.0,63.0,3.0,,,1.0,
1.0,,,,,,1.0
14190.0,11393.0,242.0,1235.0,827.0,480.0,14.0
52.0,,,,,52.0,
105.0,22.0,3.0,,,80.0,
,,,,,,
58.0,,,,,58.0,
90.0,,,,,90.0,
1095.0,17.0,49.0,2.0,,815.0,212.0
985.0,,,4.0,,981.0,
16.0,,,,,16.0,
422.0,,,,,422.0,
5146.0,3638.0,670.0,153.0,543.0,140.0,2.0
,,,,,,
38.0,,,,,37.0,
,,,,,,
88.0,,,,,88.0,
2.0,,,,,2.0,
1.0,,,,,,1.0
32.0,8.0,1.0,3.0,10.0,,10.0
163.0,25.0,55.0,13.0,,70.0,
101.0,,,,,101.0,
104.0,,,,,104.0,
425.0,29.0,,,,396.0,
3.0,,,,,3.0,
762.0,163.0,,107.0,,492.0,
22801.0,7377.0,5660.0,1400.0,915.0,6150.0,1299.0
,,,,,,
694.0,,,37.0,293.0,364.0,1.0
145.0,,5.0,5.0,,135.0,
653.0,138.0,34.0,13.0,,468.0,
1284.0,444.0,126.0,28.0,686.0,1.0,
175.0,166.0,2.0,7.0,,,
1823.0,,,8.0,4.0,1810.0,
10789.0,3749.0,,35.0,7005.0,,
4.0,3.0,,,,,
26.0,,,,,26.0,
1955.0,,,22.0,,1933.0,
19.0,,,,,19.0,
408.0,,,2.0,,405.0,1.0
930.0,,,,,930.0,
1099.0,,,,3.0,1096.0,
26.0,,,,,26.0,
178.0,,,,,178.0,
9.0,,,,,9.0,
58.0,39.0,,9.0,,10.0,
,,,,,,
6.0,,,,,,6.0
1.0,,,,,1.0,
2.0,,,,,2.0,
,,,,,,
4.0,,,,1.0,2.0,
55.0,50.0,2.0,3.0,,1.0,
44.0,,,7.0,,38.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
100.0,,,,,100.0,
578.0,62.0,65.0,79.0,,372.0,
8.0,,,,,8.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
18.0,,,3.0,,15.0,
8.0,,,,,8.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
115.0,109.0,,,,6.0,
,,,,,,
27.0,,,,,27.0,
5.0,,,,,5.0,
58.0,,,4.0,,56.0,
,,,,,,
34.0,,,1.0,20.0,1.0,12.0
,,,,,,
5.0,,,,5.0,,
6.0,,,,,6.0,21.0
5.0,,,,,4.0,
22.0,,,,,7.0,16.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,,1.0
7.0,,,,,,7.0
2.0,,,,,2.0,
11.0,,,,,,12.0
1.0,,,,,,1.0
26.0,,,,,26.0,
,,,,,,
8.0,,,,,5.0,3.0
,,,,,,
,,,,,,
1139.0,239.0,,160.0,,717.0,23.0
144.0,,,16.0,,128.0,
5.0,,,,,5.0,
6.0,,,,,,6.0
373.0,210.0,4.0,41.0,19.0,91.0,8.0
4.0,,,,,4.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
-1.0,,,,,1.0,
57.0,,9.0,3.0,,45.0,
27.0,,,4.0,,23.0,
12.0,,,1.0,,11.0,
101.0,,,20.0,,81.0,
30.0,,11.0,11.0,5.0,4.0,
3.0,,,,,3.0,
79.0,8.0,2.0,8.0,,61.0,
9.0,1.0,,,,8.0,
,,,,,,
,,,,,,
6.0,,,,5.0,,
3.0,,,,,3.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
8.0,,,,,8.0,
,,,,,,
49.0,,,5.0,2.0,42.0,
144.0,10.0,4.0,10.0,,112.0,9.0
2.0,,,,,2.0,
98.0,,,,92.0,5.0,
74.0,,17.0,18.0,,39.0,
,,,,,,
214.0,,67.0,112.0,35.0,,
179.0,167.0,2.0,11.0,,,
109.0,,,,1.0,108.0,
,,,,,,
434.0,344.0,,,90.0,,
,,,,,,
33.0,,,,,33.0,
57.0,,,5.0,,52.0,
28.0,,,,,28.0,
99.0,,,,,99.0,
57.0,,,,,57.0,
99.0,,,,5.0,94.0,
2.0,,,,,2.0,
66.0,,,,,66.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,2.0,
,,,,,,
16.0,,,,,14.0,2.0
,,,,,,
,,,,,,
14.0,,,,,13.0,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,,2.0
,,,,,,
524.0,,,31.0,74.0,38.0,381.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
7.0,,,,,6.0,
14.0,,,,,13.0,1.0
,,,,,,
,,,,,,
1.0,1.0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,3.0,
16.0,,,,,4.0,12.0
,,,,,,
,,,,,,
10.0,,,,,10.0,
52.0,5.0,,2.0,,45.0,
,,,,,,
11.0,,,,,10.0,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,4.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,3.0,
4.0,,,,,4.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
91.0,,,1.0,,90.0,
1.0,,,,,1.0,
-1.0,,,,,,
23.0,,,,,23.0,
462.0,,,70.0,,393.0,
,,,,,,
7.0,,,,2.0,2.0,3.0
74.0,,,,,74.0,
428.0,,,65.0,,363.0,
534.0,25.0,,53.0,,456.0,
4.0,,,,,4.0,
1982.0,,,,,1982.0,
1538.0,,,43.0,,1495.0,
97.0,,,,,96.0,1.0
1.0,,,,,1.0,
89.0,,,1.0,,88.0,
7.0,,,,,7.0,
69.0,,,8.0,,61.0,
204.0,,,12.0,191.0,4.0,
16.0,,,,,16.0,
4.0,,,,,4.0,
2.0,,,,,2.0,
,,,,,,
27.0,,,,,27.0,
32.0,,,,,31.0,1.0
743.0,,,71.0,,672.0,
,,,,,,
2.0,,,,,2.0,
7.0,,,,7.0,,
64.0,,,1.0,62.0,,
119.0,59.0,,5.0,,41.0,15.0
127.0,,1.0,2.0,,123.0,
75.0,,,,,,75.0
1.0,,,,,1.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
16.0,,,,,8.0,8.0
4.0,,,,,4.0,
53.0,,,,,53.0,
84.0,,,,,83.0,
2.0,,,,,,2.0
452.0,,,,,295.0,157.0
1.0,,,,,1.0,
54.0,,,,,54.0,
,,,,,,
,,,,,,
145.0,,3.0,12.0,,130.0,
3643.0,,,33.0,,3582.0,42.0
1166.0,,,172.0,,994.0,
37.0,,,1.0,,36.0,
567.0,56.0,,156.0,,346.0,9.0
3872.0,2042.0,2.0,97.0,51.0,1680.0,1.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
14.0,,,,,14.0,
8.0,,,,,8.0,
213.0,,31.0,11.0,,171.0,
175.0,,,21.0,,154.0,
9.0,,,,,9.0,
510.0,,,51.0,,458.0,
395.0,19.0,,4.0,371.0,1.0,
2.0,,,,2.0,,
8.0,,,1.0,,7.0,
13.0,,,1.0,,12.0,
65.0,,,,,65.0,
,,,,,,
,,,,,,
44.0,43.0,,,1.0,,
18.0,,,,,17.0,
47.0,,,,,47.0,
6.0,,,,,6.0,
176.0,41.0,,,,135.0,
,,,,,,
16.0,,,1.0,,14.0,
667.0,13.0,35.0,31.0,,584.0,3.0
236.0,,,20.0,,217.0,
64.0,,,7.0,,58.0,
1019.0,260.0,17.0,21.0,11.0,711.0,
,,,,,,
265.0,,,,265.0,,
401.0,320.0,2.0,80.0,,,
1126.0,,,17.0,,1098.0,11.0
48.0,,,,,48.0,
22.0,,,,,22.0,
7000.0,,,,6993.0,,7.0
1.0,,,,1.0,,
2.0,,,,,2.0,
527.0,,,90.0,,437.0,
10.0,,,,,10.0,
817.0,,,29.0,,787.0,
222.0,,,2.0,,220.0,
1194.0,,,,,1194.0,
2.0,,,,,2.0,
11.0,,,,,11.0,
2.0,,,,,2.0,
383.0,,,,,383.0,
,,,,,,
11.0,,,,,11.0,
566.0,,,59.0,,507.0,
30.0,,,,,30.0,
342.0,,9.0,17.0,66.0,250.0,
1876.0,,,189.0,,1686.0,
21.0,,,,,21.0,
1191.0,,,,,1191.0,
1790.0,800.0,,28.0,,962.0,
317.0,,,,,317.0,
1.0,,,,,1.0,
139.0,,,,,139.0,
,,,,,,
1167.0,,,,806.0,361.0,
259.0,,,,,259.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
,,,,,,
44.0,,,,,44.0,
10.0,,,,,10.0,
3292.0,,,311.0,,2981.0,
3.0,,,,,3.0,
2.0,,,,1.0,,1.0
203.0,,,,,202.0,
168.0,,12.0,5.0,,152.0,
22.0,,,,,18.0,4.0
,,,,,,
31.0,,,,,31.0,
,,,,,,
155.0,,,,,105.0,50.0
3.0,,,,,3.0,
675.0,,,,,,675.0
93.0,,,,,93.0,
11.0,,,,,11.0,
4.0,,,,,4.0,
1.0,,,,,1.0,
,,,,,,
13.0,,,,,,13.0
1515.0,,,15.0,,1500.0,
14512.0,,,1463.0,,13049.0,
133.0,,8.0,4.0,,121.0,
1928.0,698.0,,488.0,,742.0,
6690.0,5500.0,29.0,268.0,,893.0,
,,,,,,
2.0,2.0,,,,,
166.0,,,,,166.0,
326.0,,,1.0,,325.0,
376.0,,24.0,,,352.0,
496.0,,,25.0,,471.0,
,,,,,,
532.0,,,27.0,,505.0,
341.0,,,1.0,340.0,,
,,,,,,
439.0,,,13.0,,425.0,
1358.0,840.0,,68.0,,450.0,
6.0,,,,,6.0,
91.0,,,3.0,,88.0,
207.0,,,,,,207.0
6.0,,,,,,6.0
1187.0,,,,,1187.0,
1858.0,709.0,,,,1148.0,
89.0,,,,,89.0,
30.0,,,,,30.0,
82.0,,,2.0,,80.0,
396.0,,23.0,20.0,,353.0,
57.0,,,2.0,,55.0,
21391.0,2712.0,881.0,2703.0,362.0,13253.0,1481.0
722.0,95.0,4.0,22.0,74.0,527.0,
1959.0,,,,,872.0,1087.0
20131.0,,221.0,1007.0,17650.0,1007.0,247.0
59.0,,,2.0,12.0,,44.0
73.0,,,,,73.0,
13.0,,,,,13.0,
682.0,,,,,682.0,
3209.0,,,,,3209.0,
1133.0,,,,,1133.0,
27.0,,,,,27.0,
12.0,,,,,12.0,
71.0,,,,,75.0,
47.0,,,1.0,,46.0,
-9.0,,,,,4.0,
,,,,,,
4.0,,,,,4.0,
15.0,,,,,15.0,
,,,,,,
7.0,,,,,7.0,
2.0,,,,,1.0,
70.0,,,5.0,,65.0,
,,,,,,
3.0,,,,,3.0,
10.0,,,,,10.0,
2799.0,,11.0,98.0,,2691.0,
,,,,,,
,,,,,,
17.0,,,,,17.0,
,,,,,,
24.0,,,1.0,,22.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
82.0,,,2.0,,81.0,
64.0,,,,,64.0,
7.0,,,,,7.0,
766.0,,,24.0,,742.0,
,,,,,,
,,,,,,
12.0,,1.0,,11.0,,
,,,,,,
14.0,,,,,14.0,
